Freq [GHz],Phi [deg],Theta [deg],dB(RealizedGainTotal)
1,90,25,-7.0104484991448
1,90,30,-5.40472323411337
1,90,35,-4.05234318312058
1,90,40,-2.893270758824
1,90,45,-1.89105402918441
1,90,50,-1.02280505434422
1,90,55,-0.273914363005121
1,90,60,0.364973492516035
1,90,65,0.899802422176305
1,90,70,1.33428139275264
1,90,75,1.67066059370594
1,90,80,1.91025183869333
1,90,85,2.05377549319709
1,90,90,2.10158183845289
1,90,95,2.05377442036564
1,90,100,1.9102496875956
1,90,105,1.67065735429314
1,90,110,1.3342770520129
1,90,115,0.899796966633285
1,90,120,0.364966911603851
1,90,125,-0.273922072640504
1,90,130,-1.02281388350989
1,90,135,-1.89106394951056
1,90,140,-2.89328171417676
1,90,145,-4.05235507734393
1,90,150,-5.40473591051182
1,90,155,-7.01046169847189
1,90,160,-8.97432185093142
1,90,165,-11.497799264956
1,90,170,-15.039362122357
1,90,175,-21.0689307635727
1,90,180,-49.6915268863378
